Semester;College;Level;Major;Nationality;Gender;Total Registered
Spring 2024;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;12
Spring 2024;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;317
Spring 2024;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;33
Spring 2024;Arts and Sciences;Undergraduate;History;Non-Qatari;Female;31
Spring 2024;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;29
Spring 2024;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;25
Spring 2024;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;3
Spring 2024;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;19
Spring 2024;Arts and Sciences;Certificate;Applied Statistics;Non-Qatari;Male;1
Spring 2024;Arts and Sciences;Certificate;Arab Lang Stdy for N-Nat Spk;Non-Qatari;Female;38
Spring 2024;Business and Economics;Undergraduate;Accounting;Qatari;Male;90
Spring 2024;Business and Economics;Undergraduate;Economics;Non-Qatari;Male;4
Spring 2024;Business and Economics;Undergraduate;Management;Non-Qatari;Female;27
Spring 2024;Business and Economics;Master;Finance;Qatari;Male;1
Spring 2024;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Male;12
Spring 2024;Dental Medicine;Undergraduate;General - Dental Medicine;Qatari;Male;4
Spring 2024;Education;Foundation;Education Foundation;Non-Qatari;Male;7
Spring 2024;Education;Undergraduate;General Education;Non-Qatari;Female;172
Spring 2024;Education;Undergraduate;Physical Education;Non-Qatari;Female;6
Spring 2024;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Male;154
Spring 2024;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;169
Spring 2024;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Female;7
Spring 2024;Engineering;Doctorate - PhD;Urban Planning;Non-Qatari;Female;5
Spring 2024;Medicine;Undergraduate;General Medicine;Non-Qatari;Female;42
Spring 2024;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Female;25
Spring 2024;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Qatari;Male;2
Spring 2024;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Non-Qatari;Male;6
Spring 2024;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Male;1
Fall 2024;Arts and Sciences;Foundation;Science Foundation;Non-Qatari;Female;62
Fall 2024;Arts and Sciences;Undergraduate;Mathematics;Qatari;Male;1
Fall 2024;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;19
Fall 2024;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;42
Fall 2024;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;19
Fall 2024;Business and Economics;Undergraduate;Marketing;Qatari;Female;165
Fall 2024;Business and Economics;Master;Finance;Qatari;Male;2
Fall 2024;Education;Undergraduate;General Education;Qatari;Female;843
Fall 2024;Education;Master;Special Education;Non-Qatari;Female;12
Fall 2024;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;92
Fall 2024;Engineering;Undergraduate;Civil Engineering;Qatari;Male;91
Fall 2024;Engineering;Master;Electrical Engineering;Qatari;Male;1
Fall 2024;Engineering;Master;Urban Planning;Non-Qatari;Male;3
Fall 2024;Engineering;Doctorate - PhD;Industrial and Systems Eng.;Qatari;Female;2
Fall 2024;Health Sciences;Undergraduate;Biomedical Sciences;Non-Qatari;Female;103
Fall 2024;Health Sciences;Undergraduate;General Health Sciences;Qatari;Male;1
Fall 2024;Health Sciences;Undergraduate;Public Health;Qatari;Female;40
Fall 2024;Health Sciences;Master;Genetic Counselling;Qatari;Female;1
Fall 2024;Health Sciences;Master;Human Nutrition;Non-Qatari;Female;19
Fall 2024;No College Designated;Undergraduate;Undeclared;Non-Qatari;Male;6
Fall 2024;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Non-Qatari;Male;3
Fall 2024;Sharia and Islamic Studies;Master;Creed and Religions;Non-Qatari;Female;6
Fall 2024;Sharia and Islamic Studies;Master;Fiqh and Usul;Qatari;Female;3
Fall 2024;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Male;1
Fall 2024;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul;Non-Qatari;Female;3
Spring 2025;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Male;2
Spring 2025;Arts and Sciences;Undergraduate;General Arts;Non-Qatari;Male;46
Spring 2025;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;18
Spring 2025;Arts and Sciences;Undergraduate;Physics;Non-Qatari;Female;7
Spring 2025;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Male;3
Spring 2025;Arts and Sciences;Master;Material Sci and Technology;Qatari;Male;1
Spring 2025;Business and Economics;Undergraduate;Management;Qatari;Female;225
Spring 2025;Business and Economics;Master;Business Administration;Qatari;Female;6
Spring 2025;Dental Medicine;Undergraduate;Dental Medicine;Qatari;Female;46
Spring 2025;Education;Foundation;Education Foundation;Non-Qatari;Male;6
Spring 2025;Education;Undergraduate;Secondary Education;Qatari;Female;580
Spring 2025;Education;Undergraduate;Secondary Education;Qatari;Male;29
Spring 2025;Engineering;Undergraduate;Electrical Engineering;Qatari;Male;56
Spring 2025;Engineering;Master;Gas and Process Engineering;Non-Qatari;Female;4
Spring 2025;Engineering;Doctorate - PhD;Computer Engineering;Non-Qatari;Female;4
Spring 2025;Engineering;Doctorate - PhD;Engineering Management;Qatari;Male;14
Spring 2025;Health Sciences;Foundation;Health Sciences Foundation;Non-Qatari;Female;2
Spring 2025;Health Sciences;Master;Biomedical Sciences;Non-Qatari;Male;1
Spring 2025;Health Sciences;Master;Human Nutrition;Non-Qatari;Female;17
Spring 2025;Health Sciences;Doctorate - PhD;Biomedical Sciences;Qatari;Female;1
Spring 2025;Law;Undergraduate;Law;Qatari;Female;545
Spring 2025;Nursing;Undergraduate;General Nursing;Non-Qatari;Female;77
Spring 2025;Pharmacy;Undergraduate;General Pharmacy;Non-Qatari;Female;33
Spring 2025;Pharmacy;Undergraduate;Pharmacy;Qatari;Female;27
Fall 2022;Engineering;Undergraduate;General Engineering;Non-Qatari;Female;111
Fall 2022;Engineering;Doctorate - PhD;Architecture;Non-Qatari;Female;5
Fall 2022;Pharmacy;Undergraduate;General Pharmacy;Qatari;Female;40
Fall 2022;Pharmacy;Master;Pharmacy;Non-Qatari;Male;1
Fall 2022;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Non-Qatari;Male;12
Spring 2023;Arts and Sciences;Undergraduate;App. Geog. & Geog. info.Sys;Qatari;Female;55
Spring 2023;Arts and Sciences;Undergraduate;General Arts;Non-Qatari;Female;109
Spring 2023;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;38
Spring 2023;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;24
Spring 2023;Business and Economics;Undergraduate;Management;Non-Qatari;Female;45
Spring 2023;Business and Economics;Master;Accounting;Non-Qatari;Male;5
Spring 2023;Education;Undergraduate;Art Education;Non-Qatari;Female;7
Spring 2023;Education;Undergraduate;Primary Education;Non-Qatari;Female;94
Spring 2023;Education;Undergraduate;Special Education;Non-Qatari;Female;14
Spring 2023;Education;Diploma;Special Education;Non-Qatari;Female;4
Spring 2023;Engineering;Undergraduate;Civil Engineering;Qatari;Male;79
Spring 2023;Engineering;Master;Computing;Qatari;Male;1
Spring 2023;Engineering;Master;Engineering Management;Qatari;Male;8
Spring 2023;Engineering;Master;Gas and Process Engineering;Non-Qatari;Female;6
Spring 2023;Engineering;Master;Urban Planning and Design;Non-Qatari;Male;7
Spring 2023;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Female;3
Spring 2023;Health Sciences;Master;Biomedical Sciences;Qatari;Male;1
Spring 2023;Health Sciences;Master;Genetic Counselling;Non-Qatari;Female;6
Spring 2023;Health Sciences;Master;Human Nutrition;Non-Qatari;Female;15
Spring 2023;Law;Master;Public Law;Non-Qatari;Male;2
Spring 2023;Medicine;Undergraduate;Medicine;Non-Qatari;Male;79
Spring 2023;Pharmacy;Undergraduate;General Pharmacy;Non-Qatari;Female;58
Spring 2023;Pharmacy;Undergraduate;Pharmacy;Qatari;Male;1
Spring 2023;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul Al Fiqh;Qatari;Female;1
Fall 2023;Arts and Sciences;Undergraduate;Biological Sciences;Non-Qatari;Female;79
Fall 2023;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;225
Fall 2023;Arts and Sciences;Undergraduate;Statistics;Qatari;Male;5
Fall 2023;Business and Economics;Master;Business Administration;Qatari;Male;8
Fall 2023;Business and Economics;Master;Finance;Non-Qatari;Female;6
Fall 2023;Dental Medicine;Undergraduate;General - Dental Medicine;Non-Qatari;Male;3
Fall 2023;Education;Undergraduate;Physical Education;Non-Qatari;Male;32
Fall 2023;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Male;1
Fall 2023;Education;Master;Special Education;Qatari;Female;8
Fall 2023;Engineering;Undergraduate;Computer Science;Qatari;Male;81
Fall 2023;Health Sciences;Foundation;Health Sciences Foundation;Non-Qatari;Female;9
Fall 2023;Health Sciences;Undergraduate;General Health Sciences;Non-Qatari;Male;1
Fall 2023;Health Sciences;Undergraduate;Human Nutrition;Qatari;Female;61
Fall 2023;Nursing;Undergraduate;General Nursing;Non-Qatari;Female;43
Spring 2024;Arts and Sciences;Foundation;Science Foundation;Qatari;Female;21
Spring 2024;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;377
Spring 2024;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;52
Spring 2024;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Male;4
Spring 2024;Arts and Sciences;Master;Material Sci and Technology;Qatari;Female;2
Spring 2024;Arts and Sciences;Certificate;Environmental Sciences;Qatari;Female;2
Spring 2024;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;27
Spring 2024;Business and Economics;Doctorate - PhD;Business Administration;Qatari;Female;2
Spring 2024;Dental Medicine;Undergraduate;Dental Medicine;Non-Qatari;Male;18
Spring 2024;Education;Undergraduate;Physical Education;Qatari;Male;37
Spring 2024;Education;Diploma;Secondary Education;Non-Qatari;Female;3
Spring 2024;Education;Master;Educational Leadership;Non-Qatari;Female;5
Spring 2024;Engineering;Master;Computing;Non-Qatari;Male;15
Spring 2024;Engineering;Master;Electrical Engineering;Non-Qatari;Male;16
Spring 2024;Health Sciences;Undergraduate;General Health Sciences;Qatari;Female;155
Spring 2024;Health Sciences;Master;Biomedical Sciences;Non-Qatari;Male;1
Spring 2024;Law;Undergraduate;Law;Qatari;Female;665
Spring 2024;Pharmacy;Master;Pharmacy;Non-Qatari;Female;19
Spring 2024;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Qatari;Female;19
Spring 2024;Sharia and Islamic Studies;Doctorate - PhD;Religions and Creed;Qatari;Female;1
Fall 2024;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;17
Fall 2024;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;366
Fall 2024;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;311
Fall 2024;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;26
Fall 2024;Arts and Sciences;Certificate;Corrosion Science;Qatari;Female;1
Fall 2024;Business and Economics;Undergraduate;General Business;Non-Qatari;Male;198
Fall 2024;Business and Economics;Undergraduate;General Business;Qatari;Female;1772
Fall 2024;Business and Economics;Undergraduate;Marketing;Qatari;Male;13
Fall 2024;Business and Economics;Master;Leadership;Qatari;Male;16
Fall 2024;Education;Undergraduate;Primary Education;Non-Qatari;Female;115
Fall 2024;Education;Diploma;Primary Education;Non-Qatari;Female;2
Fall 2024;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Female;14
Fall 2024;Engineering;Undergraduate;Industrial and Systems Eng.;Non-Qatari;Female;86
Fall 2024;Engineering;Undergraduate;Mechatronics Engineering;Non-Qatari;Female;69
Fall 2024;Engineering;Doctorate - PhD;Architecture;Non-Qatari;Male;3
Fall 2015;Engineering;Doctorate - PhD;Engineering Management;Qatari;Female;3
Fall 2015;Law;Undergraduate;Law;Qatari;Male;254
Fall 2015;Law;Master;Public Law;Qatari;Male;6
Fall 2015;Medicine;Undergraduate;General Medicine;Non-Qatari;Male;15
Fall 2015;Medicine;Undergraduate;General Medicine;Qatari;Male;5
Fall 2015;No College Designated;Undergraduate;Undeclared;Non-Qatari;Male;5
Fall 2015;Pharmacy;Master;Pharmacy;Non-Qatari;Female;15
Fall 2015;Sharia and Islamic Studies;Undergraduate;General Sharia;Qatari;Male;12
Fall 2015;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Male;3
Spring 2016;Arts and Sciences;Undergraduate;Biology;Qatari;Female;19
Spring 2016;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;123
Spring 2016;Arts and Sciences;Undergraduate;General Arts;Non-Qatari;Female;99
Spring 2024;Engineering;Undergraduate;Architecture;Qatari;Female;124
Spring 2024;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;204
Spring 2024;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;188
Spring 2024;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;247
Spring 2024;Engineering;Doctorate - PhD;Architecture;Non-Qatari;Female;7
Spring 2024;Engineering;Doctorate - PhD;Materials Sci and Engin;Non-Qatari;Male;2
Spring 2024;Health Sciences;Undergraduate;Physiotherapy;Qatari;Female;17
Spring 2024;Health Sciences;Doctorate - PhD;Biomedical Sciences;Qatari;Female;2
Spring 2024;Law;Doctorate - PhD;Law;Qatari;Male;7
Spring 2024;Nursing;Undergraduate;Nursing;Non-Qatari;Female;34
Spring 2024;Pharmacy;Doctor in PharmD;Pharmacy;Qatari;Female;1
Spring 2024;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Non-Qatari;Female;15
Spring 2024;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Non-Qatari;Female;12
Spring 2024;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Male;7
Spring 2024;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul;Non-Qatari;Female;3
Spring 2024;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul;Non-Qatari;Male;12
Fall 2024;Arts and Sciences;Undergraduate;App. Geog. & Geog. info.Sys;Qatari;Female;97
Fall 2024;Arts and Sciences;Undergraduate;Mathematics;Non-Qatari;Female;46
