Academic Year;Semester;College;Level;Major;Nationality;Gender;Number of Graduates
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Sociology;Qatari;Female;61
2022-23;Spring 2023;Education;Undergraduate;Special Education;Non-Qatari;Female;3
2022-23;Spring 2023;Engineering;Master;Urban Planning;Non-Qatari;Female;1
2022-23;Spring 2023;Engineering;Master;Urban Planning;Qatari;Female;1
2023-24;Summer 2023;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;9
2023-24;Summer 2023;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;3
2023-24;Summer 2023;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;1
2023-24;Summer 2023;Business and Economics;Undergraduate;Economics;Qatari;Female;1
2023-24;Summer 2023;Business and Economics;Undergraduate;Finance;Qatari;Male;2
2023-24;Summer 2023;Business and Economics;Master;Leadership;Qatari;Male;12
2023-24;Summer 2023;Business and Economics;Undergraduate;Management;Non-Qatari;Male;1
2023-24;Summer 2023;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;1
2023-24;Summer 2023;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;3
2023-24;Fall 2023;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;22
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;6
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;7
2023-24;Fall 2023;Engineering;Master;Civil Engineering;Non-Qatari;Male;3
2023-24;Fall 2023;Engineering;Undergraduate;Civil Engineering;Qatari;Male;2
2023-24;Fall 2023;Engineering;Undergraduate;Computer Engineering;Qatari;Female;8
2023-24;Fall 2023;Business and Economics;Undergraduate;Economics;Qatari;Female;2
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;2
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;3
2023-24;Fall 2023;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Female;1
2023-24;Fall 2023;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Male;1
2023-24;Fall 2023;Law;Undergraduate;Law;Non-Qatari;Female;15
2023-24;Fall 2023;Business and Economics;Undergraduate;Management;Non-Qatari;Female;6
2023-24;Fall 2023;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;2
2023-24;Fall 2023;Health Sciences;Undergraduate;Physiotherapy;Qatari;Female;4
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;34
2023-24;Fall 2023;Health Sciences;Master;Public Health;Non-Qatari;Female;4
2023-24;Fall 2023;Education;Undergraduate;Secondary Education;Qatari;Female;31
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;4
2023-24;Spring 2024;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;4
2023-24;Spring 2024;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Male;2
2023-24;Spring 2024;Business and Economics;Master;Business Administration;Qatari;Female;3
2023-24;Spring 2024;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;15
2023-24;Spring 2024;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;25
2023-24;Spring 2024;Sharia and Islamic Studies;Master;Creed and Religions;Non-Qatari;Female;1
2023-24;Spring 2024;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Male;1
2023-24;Spring 2024;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;4
2023-24;Spring 2024;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;9
2023-24;Spring 2024;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;6
2023-24;Spring 2024;Engineering;Doctorate - PhD;Engineering Management;Non-Qatari;Male;1
2023-24;Spring 2024;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;2
2023-24;Spring 2024;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Male;2
2023-24;Spring 2024;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;3
2023-24;Spring 2024;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Male;1
2023-24;Spring 2024;QU Health;Master;Health Professions Educ.;Non-Qatari;Female;1
2023-24;Spring 2024;Arts and Sciences;Undergraduate;History;Non-Qatari;Female;2
2023-24;Spring 2024;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;28
2023-24;Spring 2024;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;2
2023-24;Spring 2024;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;1
2023-24;Spring 2024;Law;Undergraduate;Law;Non-Qatari;Male;8
2023-24;Spring 2024;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;2
2023-24;Spring 2024;Medicine;Undergraduate;Medicine;Non-Qatari;Male;22
2023-24;Spring 2024;Pharmacy;Doctorate - PhD;Pharmaceutical Sciences;Non-Qatari;Female;2
2023-24;Spring 2024;Health Sciences;Undergraduate;Physiotherapy;Non-Qatari;Female;8
2023-24;Spring 2024;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;8
2023-24;Spring 2024;Education;Diploma;Secondary Education;Non-Qatari;Male;12
2023-24;Spring 2024;Education;Master;Special Education;Non-Qatari;Male;1
2023-24;Spring 2024;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;2
2015-16;Summer 2015;Business and Economics;Undergraduate;Accounting;Qatari;Female;6
2015-16;Summer 2015;Engineering;Undergraduate;Computer Science;Qatari;Female;1
2015-16;Summer 2015;Law;Undergraduate;Law;Non-Qatari;Female;4
2015-16;Fall 2015;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;7
2015-16;Fall 2015;Business and Economics;Master;Business Administration;Qatari;Male;4
2015-16;Fall 2015;Engineering;Undergraduate;Civil Engineering;Qatari;Male;3
2015-16;Fall 2015;Engineering;Undergraduate;Computer Science;Qatari;Female;3
2015-16;Fall 2015;Engineering;Undergraduate;Electrical Engineering;Qatari;Male;1
2015-16;Fall 2015;Engineering;Undergraduate;Industrial and Systems Eng.;Non-Qatari;Female;3
2015-16;Fall 2015;Law;Undergraduate;Law;Qatari;Male;8
2015-16;Fall 2015;Sharia and Islamic Studies;Undergraduate;Origin of Religion;Qatari;Female;1
2015-16;Fall 2015;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;1
2015-16;Fall 2015;Education;Diploma;Secondary Education;Non-Qatari;Female;3
2015-16;Fall 2015;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;4
2015-16;Spring 2016;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Female;1
2015-16;Spring 2016;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;3
2015-16;Spring 2016;Engineering;Undergraduate;Computer Science;Qatari;Female;3
2015-16;Spring 2016;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;20
2015-16;Spring 2016;Business and Economics;Undergraduate;Management;Non-Qatari;Female;7
2015-16;Spring 2016;Arts and Sciences;Master;Material Sci and Technology;Qatari;Female;1
2015-16;Spring 2016;Pharmacy;Master;Pharmacy;Non-Qatari;Male;2
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Male;3
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;8
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;3
2015-16;Spring 2016;Education;Undergraduate;Primary Education;Non-Qatari;Female;9
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;47
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Sociology;Qatari;Female;56
2015-16;Spring 2016;Education;Master;Special Education;Non-Qatari;Female;8
2016-17;Summer 2016;Business and Economics;Master;Business Administration;Qatari;Male;1
2016-17;Summer 2016;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;6
2016-17;Summer 2016;Engineering;Master;Engineering Management;Non-Qatari;Female;2
2016-17;Summer 2016;Engineering;Master;Engineering Management;Non-Qatari;Male;4
2016-17;Summer 2016;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;3
2016-17;Summer 2016;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;1
2016-17;Summer 2016;Business and Economics;Undergraduate;Management;Non-Qatari;Male;1
2016-17;Summer 2016;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;3
2016-17;Summer 2016;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Male;1
2016-17;Summer 2016;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;2
2016-17;Summer 2016;Arts and Sciences;Undergraduate;Public Health;Non-Qatari;Female;3
2016-17;Summer 2016;Education;Undergraduate;Secondary Education;Qatari;Female;1
2016-17;Fall 2016;Business and Economics;Master;Accounting;Non-Qatari;Female;1
2016-17;Fall 2016;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;12
2016-17;Fall 2016;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;10
2016-17;Fall 2016;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Female;11
2016-17;Fall 2016;Engineering;Master;Electrical Engineering;Non-Qatari;Male;2
2016-17;Fall 2016;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;6
2016-17;Fall 2016;Engineering;Master;Engineering Management;Qatari;Female;2
2016-17;Fall 2016;Arts and Sciences;Master;Environmental Sciences;Qatari;Female;1
2016-17;Fall 2016;Law;Undergraduate;Law;Qatari;Female;37
2016-17;Winter 2017;Business and Economics;Undergraduate;Accounting;Qatari;Male;3
2016-17;Winter 2017;Business and Economics;Undergraduate;Management;Qatari;Male;3
2016-17;Spring 2017;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;18
2016-17;Spring 2017;Business and Economics;Master;Accounting;Qatari;Male;1
2016-17;Spring 2017;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;14
2016-17;Spring 2017;Arts and Sciences;Undergraduate;Chemistry;Qatari;Female;5
2016-17;Spring 2017;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;37
2016-17;Spring 2017;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;12
2016-17;Spring 2017;Engineering;Undergraduate;Computer Science;Qatari;Female;6
2016-17;Spring 2017;Business and Economics;Undergraduate;Economics;Qatari;Female;21
2016-17;Spring 2017;Engineering;Master;Electrical Engineering;Non-Qatari;Female;1
2016-17;Spring 2017;Engineering;Master;Engineering Management;Non-Qatari;Male;5
2016-17;Spring 2017;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;2
2016-17;Spring 2017;Arts and Sciences;Master;Environmental Sciences;Qatari;Female;2
2016-17;Spring 2017;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Male;1
2016-17;Spring 2017;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Female;17
2016-17;Spring 2017;Law;Undergraduate;Law;Non-Qatari;Male;2
2016-17;Spring 2017;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;3
2016-17;Spring 2017;Engineering;Master;Mechanical Engineering;Non-Qatari;Male;1
2016-17;Spring 2017;Health Sciences;Master;Public Health;Qatari;Female;1
2016-17;Spring 2017;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;1
2016-17;Spring 2017;Education;Undergraduate;Secondary Education;Non-Qatari;Male;11
2016-17;Spring 2017;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Male;1
2016-17;Spring 2017;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;7
2016-17;Spring 2017;Engineering;Master;Urban Planning;Qatari;Male;1
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Biological Sciences;Qatari;Female;1
2017-18;Summer 2017;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;4
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;1
2017-18;Summer 2017;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Male;3
2017-18;Summer 2017;Arts and Sciences;Undergraduate;History;Non-Qatari;Female;1
2017-18;Summer 2017;Law;Undergraduate;Law;Non-Qatari;Female;1
2017-18;Summer 2017;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;3
2017-18;Summer 2017;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;1
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;6
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;12
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;2
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;1
2017-18;Fall 2017;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;14
2017-18;Fall 2017;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;2
2017-18;Fall 2017;Engineering;Master;Computing;Non-Qatari;Female;3
2017-18;Fall 2017;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Male;2
2017-18;Fall 2017;Business and Economics;Undergraduate;Economics;Qatari;Female;8
2017-18;Fall 2017;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;2
2017-18;Fall 2017;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Male;3
2017-18;Fall 2017;Arts and Sciences;Undergraduate;History;Qatari;Male;1
2017-18;Fall 2017;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Female;5
2017-18;Fall 2017;Law;Undergraduate;Law;Non-Qatari;Female;6
2017-18;Fall 2017;Law;Undergraduate;Law;Qatari;Female;50
2017-18;Fall 2017;Business and Economics;Undergraduate;Marketing;Qatari;Female;45
2017-18;Fall 2017;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;10
2017-18;Fall 2017;Health Sciences;Undergraduate;Public Health;Qatari;Female;1
2017-18;Fall 2017;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;1
2017-18;Fall 2017;Education;Undergraduate;Secondary Education;Non-Qatari;Male;1
2017-18;Fall 2017;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;1
2017-18;Winter 2018;Business and Economics;Undergraduate;Accounting;Qatari;Female;7
2017-18;Winter 2018;Business and Economics;Undergraduate;Accounting;Qatari;Male;5
2017-18;Winter 2018;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;2
2017-18;Spring 2018;Business and Economics;Master;Accounting;Non-Qatari;Female;3
2017-18;Spring 2018;Business and Economics;Master;Accounting;Non-Qatari;Male;1
2017-18;Spring 2018;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Male;1
2017-18;Spring 2018;Engineering;Undergraduate;Architecture;Non-Qatari;Female;9
2017-18;Spring 2018;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;2
2017-18;Spring 2018;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;36
2017-18;Spring 2018;Engineering;Master;Computing;Qatari;Female;1
2017-18;Spring 2018;Education;Master;Educational Leadership;Qatari;Female;2
2017-18;Spring 2018;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;23
2017-18;Spring 2018;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;18
2017-18;Spring 2018;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;20
2017-18;Spring 2018;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Male;4
2017-18;Spring 2018;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;26
2017-18;Spring 2018;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;11
2017-18;Spring 2018;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;2
2017-18;Spring 2018;Law;Undergraduate;Law;Qatari;Female;62
2017-18;Spring 2018;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;1
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;13
2017-18;Spring 2018;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;2
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;6
2017-18;Spring 2018;Education;Master;Special Education;Qatari;Female;1
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;2
2018-19;Summer 2018;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;7
2018-19;Summer 2018;Arts and Sciences;Undergraduate;Biological Sciences;Non-Qatari;Female;4
2018-19;Summer 2018;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;4
2018-19;Summer 2018;Arts and Sciences;Undergraduate;History;Non-Qatari;Female;2
2018-19;Summer 2018;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;2
2018-19;Summer 2018;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;1
2018-19;Summer 2018;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;2
2018-19;Fall 2018;Business and Economics;Master;Accounting;Non-Qatari;Female;1
2018-19;Fall 2018;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;4
2018-19;Fall 2018;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Female;2
2018-19;Fall 2018;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;1
2018-19;Fall 2018;Arts and Sciences;Undergraduate;Chemistry;Qatari;Female;1
2018-19;Fall 2018;Engineering;Doctorate - PhD;Computer Engineering;Non-Qatari;Male;1
2018-19;Fall 2018;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;4
2018-19;Fall 2018;Education;Diploma;Early Childhood Education;Qatari;Female;3
2018-19;Fall 2018;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;5
2018-19;Fall 2018;Engineering;Master;Electrical Engineering;Non-Qatari;Female;4
2018-19;Fall 2018;Engineering;Master;Engineering Management;Non-Qatari;Male;4
2018-19;Fall 2018;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;3
2018-19;Fall 2018;Business and Economics;Undergraduate;Finance;Non-Qatari;Female;6
2018-19;Fall 2018;Sharia and Islamic Studies;Master;Fiqh and Usul;Qatari;Female;3
2018-19;Fall 2018;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;19
2018-19;Fall 2018;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;3
2018-19;Fall 2018;Law;Undergraduate;Law;Non-Qatari;Male;7
2018-19;Fall 2018;Business and Economics;Master;Marketing;Non-Qatari;Female;1
2018-19;Fall 2018;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;6
2018-19;Fall 2018;Education;Diploma;Primary Education;Qatari;Female;5
2018-19;Fall 2018;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Female;2
2018-19;Fall 2018;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;1
2018-19;Winter 2019;Business and Economics;Undergraduate;Economics;Non-Qatari;Male;1
2018-19;Winter 2019;Business and Economics;Undergraduate;Management Information Systems;Qatari;Female;2
2018-19;Winter 2019;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;1
2018-19;Winter 2019;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;4
2018-19;Winter 2019;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;3
2018-19;Spring 2019;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;31
